rue;x;y
Rue des Deux Ponts;23565;488518
Rue des Eaux;22855;488569
Rue des Ecluses Saint-Martin;23668;488767
Rue des Ecoles;23477;488488
Rue des Ecouffes;23584;488566
Rue des Entrepreneurs;22904;488446
Rue des Envierges;23875;488722
Rue des Epinettes;23229;488957
Rue des Fermiers;23116;488868
Rue des Fetes;23920;488761
Rue des Feuillantines;23422;488417
Rue des Filles du Calvaire;23656;488625
Rue des Filles Saint-Thomas;23392;488688
Rue des Fonds Verts;23906;488370
Rue des Forges;23488;488678
Rue des Fosses Saint-Bernard;23553;488488
Rue des Fosses Saint-Jacques;23443;488455
Rue des Fosses Saint-Marcel;23561;488389
Rue des Fougeres;24105;488722
Rue des Francs Bourgeois;23606;488577
Rue des Freres d'Astier de la Vigerie;23631;488240
Rue des Freres Flavien;24123;488764
Rue des Freres Morane;22919;488421
Rue des Frigos;23798;488310
Rue des Gatines;23982;488656
Rue des Glycines;23447;488228
Rue des Gobelins;23512;488358
Rue des Goncourt;23721;488695
Rue des Grands Augustins;23406;488543
Rue des Grands Champs;24042;488512
Rue des Grands Degres;23497;488513
Rue des Grands Moulins;23772;488278
Rue des Gravilliers;23557;488641
Rue des Guillemites;23573;488580
Rue des Haies;24026;488540
Rue des Halles;23468;488595
Rue des Hautes Formes;23653;488275
Rue des Hospitalieres Saint-Gervais;23588;488579
Rue des immeubles Industriels;23927;488495
Rue des Iris;23449;488225
Rue des Irlandais;23460;488443
Rue des Islettes;23507;488843
Rue des Italiens;23357;488717
Rue des Jardiniers;23957;488341
Rue des Jardins Saint-Paul;23604;488532
Rue des Jeuneurs;23450;488694
Rue des Jonquilles;23090;488302
Rue des Lavandieres Sainte-Opportune;23463;488589
Rue des Lilas;23964;488792
Rue des Lions Saint-Paul;23622;488523
Rue des Lombards;23487;488595
Rue des Longues Raies;23470;488212
Rue des Lyanes;24055;488632
Rue des Malmaisons;23620;488214
Rue des Marchais;23983;488839
Rue des Marguettes;24079;488429
Rue des Mariniers;23118;488272
Rue des Maronites;23839;488682
Rue des Marronniers;22765;488546
Rue des Martyrs;23402;488807
Rue des Mathurins;23261;488731
Rue des Mauvais Garcons;23551;488568
Rue des Messageries;23499;488762
Rue des Meuniers;23964;488347
Rue des Mignottes;23916;488798
Rue des Minimes;23661;488571
Rue des Morillons;23008;488326
Rue des Moulins;23350;488667
Rue des Muriers;23914;488645
Rue des Nanettes;23837;488644
Rue des Nonnains d'Hyeres;23583;488539
Rue des Oiseaux;23617;488629
Rue des Orchidees;23453;488227
Rue des Orfevres;23452;488585
Rue des Ormeaux;24000;488511
Rue des Orteaux;24042;488562
Rue des Panoyaux;23870;488667
Rue des Partants;23915;488651
Rue des Patriarches;23506;488407
Rue des Patures;22750;488492
Rue des Perchamps;22673;488486
Rue des Petites Ecuries;23512;488737
Rue des Petits Champs;23365;488668
Rue des Petits Hotels;23533;488774
Rue des Peupliers;23530;488232
Rue des Pirogues de Bercy;23870;488328
Rue des Plantes;23217;488282
Rue des Platrieres;23896;488678
Rue des Poissonniers;23527;488934
Rue des Poitevins;23423;488525
Rue des Precheurs;23487;488619
Rue des Pretres Saint-Germain l'Auxerrois;23413;488592
Rue des Pretres Saint-Severin;23451;488520
Rue des Prouvaires;23441;488614
Rue des Pruniers;23910;488643
Rue des Pyramides;23332;488653
Rue des Pyrenees;24003;488613
Rue des Quatre Vents;23374;488517
Rue des Rasselins;24089;488547
Rue des Recollets;23610;488746
Rue des Reculettes;23510;488318
Rue des Reglises;24097;488550
Rue des Renaudes;22982;488804
Rue des Rondeaux;23978;488630
Rue des Rondonneaux;23991;488635
Rue des Roses;23614;488932
Rue des Rosiers;23596;488570
Rue des Saints-Peres;23307;488551
Rue des Saules;23400;488891
Rue des Sept Arpents;23983;488895
Rue des Solitaires;23900;488768
Rue des Suisses;23142;488306
Rue des Taillandiers;23749;488548
Rue des Tanneries;23459;488334
Rue des Tapisseries;23075;488884
Rue des Tennis;23295;488952
Rue des Ternes;22884;488811
Rue des Terres au Cure;23720;488244
Rue des Thermopyles;23186;488328
Rue des Tourelles;24056;488749
Rue des Tournelles;23673;488559
Rue des Trois Freres;23404;488849
Rue des Ursins;23511;488542
Rue des Ursulines;23421;488426
Rue des Vignes;22755;488559
Rue des Vignoles;24006;488545
Rue des Volontaires;23079;488414
Rue des Volubilis;23444;488226
Rue des Wallons;23595;488385
Rue Desaix;22934;488531
Rue Desargues;23764;488695
Rue Desbordes-Valmore;22770;488605
Rue Descartes;23490;488462
Rue Descos;23879;488410
Rue Desgenettes;23096;488623
Rue Desire Ruggieri;23353;488944
Rue Desiree;23920;488645
Rue Desnouettes;22888;488359
Rue Desprez;23154;488347
Rue Deveria;23988;488722
Rue Diard;23414;488910
Rue Dieu;23645;488703
Rue Dieudonne Costes;23688;488202
Rue Dieulafoy;23544;488236
Rue Dolomieu;23526;488427
Rue Domat;23468;488508
Rue Dombasle;22991;488357
Rue Donizetti;22649;488483
Rue Dorian;23928;488467
Rue Dosne;22814;488697
Rue Dranem;23802;488655
Rue Drevet;23405;488853
Rue Drouot;23405;488734
Rue du Bac;23249;488553
Rue du Baigneur;23449;488901
Rue du Banquier;23561;488355
Rue du Bessin;23057;488309
Rue du Bocage;23050;488307
Rue du Boccador;23025;488668
Rue du Borrego;24009;488732
Rue du Bouloi;23409;488636
Rue du Bouquet de Longchamp;22906;488656
Rue du Bourg Tibourg;23561;488573
Rue du Buis;22677;488471
Rue du Buisson Saint-Louis;23738;488725
Rue du Caire;23506;488675
Rue du Cambodge;23981;488661
Rue du Canivet;23339;488501
Rue du Capitaine Ferber;24063;488664
Rue du Capitaine Lagache;23254;488921
Rue du Capitaine Menard;22806;488454
Rue du Capitaine Olchanski;22659;488496
Rue du Capitaine Scott;22939;488543
Rue du Capitaine Tarron;24082;488652
Rue du Caporal Peugeot;22893;488872
Rue du Cardinal Dubois;23431;488858
Rue du Cardinal Guibert;23425;488865
Rue du Cardinal Lemoine;23523;488471
Rue du Cardinal Mercier;23301;488812
Rue du Chaffault;24149;488451
Rue du Champ de l'Alouette;23453;488320
Rue du Champ de Mars;23051;488562
Rue du Charolais;23852;488418
Rue du Chat Qui Peche;23462;488532
Rue du Chateau d'Eau;23587;488709
Rue du Chateau des Rentiers;23672;488283
Rue du Chateau Landon;23630;488818
Rue du Chemin de Fer;23900;488996
Rue du Chemin Vert;23777;488600
Rue du Cher;24000;488645
Rue du Cherche-Midi;23237;488480
Rue du Chevaleret;23742;488311
Rue du Chevalier de la Barre;23441;488873
Rue du Chevet;23726;488687
Rue du Cimetiere Saint-Benoist;23459;488483
Rue du Cirque;23157;488713
Rue du Cloitre Notre Dame;23505;488531
Rue du Cloitre Saint-Merri;23514;488590
Rue du Clos;24074;488575
Rue du Clos Feuquieres;22918;488367
Rue du Colisee;23094;488711
Rue du Colonel Colonna d'Ornano;23046;488449
Rue du Colonel Combes;23060;488616
Rue du Colonel Domine;23575;488200
Rue du Colonel Driant;23400;488634
Rue du Colonel Moll;22903;488776
Rue du Colonel Pierre Avia;22761;488302
Rue du Colonel Rozanoff;23872;488458
Rue du Commandant Guilbaud;22515;488404
Rue du Commandant l'Herminier;24161;488477
Rue du Commandant Lamy;23739;488559
Rue du Commandant Leandri;22924;488386
Rue du Commandant Marchand;22830;488759
Rue du Commandant Mortenol;23635;488760
Rue du Commandant Riviere;23091;488727
Rue du Commandant Schloesing;22849;488618
Rue du Commerce;22951;488461
Rue du Congo;23863;488413
Rue du Conseiller Collignon;22728;488594
Rue du Conservatoire;23468;488730
Rue du Conventionnel Chiappe;23632;488187
Rue du Cotentin;23141;488386
Rue du Croissant;23445;488688
Rue du Cygne;23493;488632
Rue du Dahomey;23823;488511
Rue du Debarcadere;22863;488779
Rue du Delta;23466;488824
Rue du Depart;23230;488424
Rue du Dessous des Berges;23742;488270
Rue du Dobropol;22856;488832
Rue du Dome;22912;488716
Rue du Douanier Rousseau;23312;488260
Rue du Dr Blanche;22653;488538
Rue du Dr Bourneville;23587;488183
Rue du Dr Charles Richet;23640;488318
Rue du Dr Finlay;22893;488518
Rue du Dr Germain See;22801;488536
Rue du Dr Goujon;23985;488402
Rue du Dr Heulin;23235;488902
Rue du Dr Lamaze;23727;488894
Rue du Dr Lancereaux;23103;488760
Rue du Dr Landouzy;23532;488228
Rue du Dr Lecene;23532;488228
Rue du Dr Leray;23543;488233
Rue du Dr Lucas-Championniere;23548;488227
Rue du Dr Magnan;23610;488269
Rue du Dr Paquelin;24026;488690
Rue du Dr Paul Brousse;23184;488954
Rue du Dr Potain;23979;488768
Rue du Dr Roux;23109;488405
Rue du Dr Tuffier;23540;488221
Rue du Dr Victor Hutinel;23647;488317
Rue du Faubourg du Temple;23705;488698
Rue du Faubourg Montmartre;23419;488743
Rue du Faubourg Poissonniere;23488;488769
Rue du Faubourg Saint-Antoine;23824;488502
Rue du Faubourg Saint-Honore;23106;488728
Rue du Faubourg Saint-Jacques;23380;488362
Rue du Faubourg Saint-Martin;23610;488768
Rue du Fauconnier;23595;488535
Rue du Fer A Moulin;23535;488389
Rue du Foin;23652;488569
Rue du Forez;23628;488638
Rue du Fouarre;23476;488516
Rue du Four;23328;488526
Rue du Gabon;24092;488453
Rue du General Anselin;22773;488758
Rue du General Appert;22760;488688
Rue du General Archinard;24111;488379
Rue du General Aube;22727;488564
Rue du General Baratier;22998;488505
Rue du General Bertrand;23133;488477
Rue du General Beuret;23024;488407
Rue du General Blaise;23785;488614
Rue du General Brunet;23931;488821
Rue du General Camou;22988;488587
Rue du General de Castelnau;23005;488501
Rue du General de Langle de Cary;23905;488293
Rue du General de Larminat;22981;488501
Rue du General de Maud'huy;23164;488243
Rue du General Delestraint;22575;488413
Rue du General Estienne;22839;488442
Rue du General Grossetti;22634;488374
Rue du General Guilhem;23795;488618
Rue du General Henrys;23259;488971
Rue du General Humbert;23076;488265
Rue du General Lambert;22946;488559
Rue du General Langlois;22788;488632
Rue du General Lanrezac;22940;488762
Rue du General Largeau;22673;488491
Rue du General Lasalle;23806;488741
Rue du General Niessel;24090;488482
Rue du General Niox;22628;488367
Rue du General Renault;23782;488613
Rue du General Roques;22551;488398
Rue du General Sere de Rivieres;23111;488258
Rue du Grand Prieure;23687;488654
Rue du Grenier Saint-Lazare;23533;488629
Rue du Gril;23547;488413
Rue du Gros Caillou;23029;488569
Rue du Gros Caillou;23027;488571
Rue du Groupe Manouchian;24042;488700
Rue du Guignier;23933;488714
Rue du Haut Pave;23494;488515
Rue du Havre;23267;488748
Rue du Helder;23349;488719
Rue du Japon;24001;488649
Rue du Jardinet;23401;488526
Rue du Javelot;23649;488256
Rue du Jour;23446;488637
Rue du Jourdain;23894;488744
Rue du Jura;23560;488374
Rue du Leman;24058;488773
Rue du Liban;23857;488685
Rue du Lieutenant Chaure;24063;488674
Rue du Lieutenant Lapeyre;23113;488260
Rue du Lieutenant-Colonel Dax;23400;489002
Rue du Lieuvin;23050;488311
Rue du Loing;23299;488272
Rue du Louvre;23425;488641
Rue du Mail;23425;488668
Rue du Marche des Blancs Manteaux;23581;488581
Rue du Marche des Patriarches;23510;488405
Rue du Marche Ordener;23344;488942
Rue du Marche Popincourt;23732;488641
Rue du Marche Saint-Honore;23315;488665
Rue du Marechal Harispe;22977;488580
Rue du Marechal Leclerc;24446;488179
Rue du Maroc;23690;488866
Rue du Midi;22796;488795
Rue du Mont Aigoual;22754;488427
Rue du Mont Thabor;23272;488661
Rue du Morvan;23813;488599
Rue du Moulin de la Pointe;23565;488227
Rue du Moulin des Lapins;23207;488340
Rue du Moulin des Pres;23532;488268
Rue du Moulin Joly;23785;488694
Rue du Moulin Vert;23220;488303
Rue du N;23505;488929
Rue du Niger;24082;488439
Rue du Nil;23478;488677
Rue du Parc de Montsouris;23351;488226
Rue du Pas de la Mule;23673;488559
Rue du Pasteur Marc Boegner;22815;488634
Rue du Pasteur Wagner;23693;488559
Rue du Pelican;23398;488625
Rue du Pensionnat;23979;488466
Rue du Pere Brottier;22709;488499
Rue du Pere Corentin;23293;488251
Rue du Pere Guerin;23536;488302
Rue du Pere Prosper-Enfantin;24075;488653
Rue du Pere Teilhard de Chardin;23501;488413
Rue du Petit Musc;23639;488525
Rue du Petit Pont;23464;488524
Rue du Pic de Barrette;22772;488420
Rue du Plat d'Etain;23464;488595
Rue du Plateau;23834;488782
Rue du Platre;23548;488592
Rue du Pole N;23384;488943
Rue du Ponceau;23517;488667
Rue du Pont aux Choux;23659;488611
Rue du Pont de Lodi;23403;488550
Rue du Pont Louis-Philippe;23557;488552
Rue du Pot de Fer;23484;488429
Rue du Poteau;23403;488950
Rue du Pre;23603;488971
Rue du Professeur Florian Delbarre;22726;488385
Rue du Professeur Gosset;23480;489013
Rue du Professeur Hyacinthe Vincent;23295;488195
Rue du Professeur Louis Renault;23544;488205
Rue du Puits de l'Ermite;23526;488422
Rue du Regard;23267;488485
Rue du Renard;23522;488589
Rue du Rendez-Vous;24026;488459
Rue du Repos;23910;488593
Rue du Rhin;23816;488841
Rue du Rocher;23199;488781
Rue du Roi de Sicile;23586;488561
Rue du Roi Dore;23641;488601
Rue du Roule;23437;488606
Rue du Ruisseau;23406;488946
Rue du Sabot;23315;488527
Rue du Saint-Gothard;23356;488288
Rue du Senegal;23825;488712
Rue du Sergent Bauchat;23925;488452
Rue du Sergent Maginot;22554;488404
Rue du Simplon;23492;488940
Rue du Soleil;23948;488742
Rue du Sommerard;23452;488502
Rue du Soudan;22962;488500
Rue du Square Carpeaux;23327;488924
Rue du Surmelin;24052;488691
Rue du Tage;23570;488221
Rue du Telegraphe;23992;488732
Rue du Temple;23574;488624
Rue du Texel;23202;488364
Rue du Theatre;22904;488480
Rue du Transvaal;23876;488716
Rue du Tunnel;23851;488790
Rue du Val de Grace;23393;488412
Rue du Val de Marne;23466;488159
Rue du Vertbois;23576;488671
Rue du Vieux Colombier;23314;488514
Rue du Volga;24072;488525
Rue Dubrunfaut;23902;488399
Rue Duc;23430;488920
Rue Duchefdelaville;23703;488320
Rue Ducouedic;23309;488301
Rue Dugommier;23909;488396
Rue Duguay Trouin;23300;488462
Rue Duhesme;23419;488928
Rue Dulac;23151;488437
Rue Dulaure;24101;488664
Rue Dulong;23162;488852
Rue Dumeril;23577;488372
Rue Dumont d'Urville;22940;488701
Rue Dunois;23682;488317
Rue Duperre;23356;488820
Rue Dupetit-Thouars;23622;488651
Rue Duphot;23255;488682
Rue Dupin;23252;488498
Rue Dupleix;22970;488515
Rue Dupont de l'Eure;24001;488680
Rue Dupont des Loges;23014;488594
Rue Dupuy de Lome;23711;488214
Rue Dupuytren;23398;488518
Rue Duranti;23840;488607
Rue Durantin;23360;488863
Rue Duranton;22868;488397
Rue Duret;22858;488743
Rue Duris;23876;488654
Rue Duroc;23139;488478
Rue Dussoubs;23492;488665
Rue Duvergier;23769;488893
Rue Duvivier;23071;488567
Rue Ebelmen;23874;488438
Rue Eble;23138;488491
Rue Edgar Faure;22949;488526
Rue Edgar Poe;23771;488771
Rue Edgar Varese;23896;488895
Rue Edmond Flamand;23712;488374
Rue Edmond Gondinet;23479;488308
Rue Edmond Guillout;23140;488424
Rue Edmond Roger;22902;488455
Rue Edmond Rousse;23241;488227
Rue Edmond Valentin;23020;488597
Rue Edouard Colonne;23455;488578
Rue Edouard Fournier;22717;488621
Rue Edouard Jacques;23218;488351
Rue Edouard Lockroy;23743;488660
Rue Edouard Manet;23577;488328
Rue Edouard Robert;23983;488375
Rue Edouard VII;23291;488706
Rue Elie Faure;24157;488459
Rue Elisa Borey;23908;488663
Rue Elisa Lemonnier;23898;488404
Rue Elsa Morante;23822;488284
Rue Elzevir;23615;488583
Rue Emile Allez;22881;488834
Rue Emile Blemont;23416;488946
Rue Emile Bollaert;23758;488998
Rue Emile Borel;23223;488994
Rue Emile Chaine;23506;488931
Rue Emile Deslandres;23498;488347
Rue Emile Desvaux;23986;488773
Rue Emile Deutsch de la Meurthe;23347;488219
Rue Emile Duclaux;23085;488427
Rue Emile Duploye;23551;488897
Rue Emile Durkheim;23773;488322
Rue Emile Gilbert;23732;488463
Rue Emile Landrin;23983;488636
Rue Emile Lepeu;23880;488558
Rue Emile Levassor;23688;488211
Rue Emile Level;23184;488933
Rue Emile Pierre Casel;24066;488655
Rue Emile Reynaud;23871;489015
Rue Emile Richard;23295;488385
Rue Emilie du Chatelet;23801;488260
Rue Emilio Castelar;23759;488490
Rue Emmery;23922;488722
Rue Erard;23853;488458
Rue Erasme;23452;488424
Rue Erckmann-Chatrian;23520;488861
Rue Erik Satie;23862;488845
Rue Erlanger;22608;488458
Rue Ernest et Henri Rousselle;23546;488251
Rue Ernest Hebert;22664;488611
Rue Ernest Lacoste;24044;488350
Rue Ernest Lefebure;24087;488371
Rue Ernest Psichari;23077;488567
Rue Ernest Renan;23091;488445
Rue Esclangon;23428;488965
Rue Esquirol;23604;488349
Rue Etex;23282;488905
Rue Etienne Dolet;23845;488678
Rue Etienne Jodelle;23264;488877
Rue Etienne Marcel;23460;488645
Rue Etienne Marey;24056;488678
Rue Eugene Atget;23501;488289
Rue Eugene Carriere;23332;488906
Rue Eugene Flachat;22983;488870
Rue Eugene Fourniere;23408;488985
Rue Eugene Gibez;22952;488356
Rue Eugene Labiche;22720;488629
Rue Eugene Millon;22929;488378
Rue Eugene Oudine;23753;488257
Rue Eugene Pelletan;23293;488349
Rue Eugene Poubelle;22782;488505
Rue Eugene Spuller;23618;488643
Rue Eugene Sue;23473;488912
Rue Eugene Varlin;23642;488785
Rue Eugenie Cotton;23945;488788
Rue Eugenie Eboue;23860;488457
Rue Eugenie Legrand;23991;488620
Rue Euler;22986;488709
Rue Euryale Dehaynin;23780;488858
Rue Evariste Galois;24132;488735
Rue Evette;23811;488884
Rue Fabert;23114;488605
Rue Fabre d'Eglantine;23956;488469
Rue Fagon;23572;488325
Rue Faidherbe;23836;488518
Rue Falguiere;23131;488407
Rue Fantin Latour;22661;488395
Rue Faraday;22931;488819
Rue Faustin Helie;22761;488594
Rue Favart;23380;488710
Rue Felibien;23366;488521
Rue Felicien David;22743;488494
Rue Felix Huguenet;24050;488489
Rue Felix Terrier;24108;488575
Rue Felix Voisin;23873;488584
Rue Felix Ziem;23332;488897
Rue Fenelon;23514;488786
Rue Fenoux;22978;488397
Rue Ferdinand de Behagle;23990;488314
Rue Ferdinand Duval;23591;488560
Rue Ferdinand Gambon;24072;488535
Rue Fernand Braudel;23729;488356
Rue Fernand Foureau;24117;488461
Rue Fernand Holweck;23146;488345
Rue Fernand Labori;23424;488986
Rue Fernand Leger;23899;488639
Rue Fernand Pelloutier;23244;488984
Rue Fernand Raynaud;23914;488713
Rue Fernand Widal;23605;488183
Rue Ferou;23339;488498
Rue Ferrus;23406;488310
Rue Fessart;23853;488767
Rue Feutrier;23454;488867
Rue Firmin Gemier;23304;488950
Rue Fizeau;23037;488306
Rue Flatters;23464;488379
Rue Flechier;23392;488763
Rue Floreal;23200;489002
Rue Florence Blumenthal;22754;488499
Rue Florian;24037;488590
Rue Fondary;22947;488474
Rue Fortuny;23069;488823
Rue Foucault;22948;488633
Rue Fourcade;22974;488377
Rue Fourcroy;22964;488804
Rue Fragonard;23159;488944
Rue Franc-Nohain;23752;488215
Rue Francaise;23475;488641
Rue Francis de Croisset;23455;488994
Rue Francis de Miomandre;23477;488179
Rue Francis de Pressense;23165;488338
Rue Francis Jammes;23682;488783
Rue Francis Ponge;23946;488822
Rue Francisque Gay;23435;488528
Rue Francois 1er;23053;488676
Rue Francois Bloch-Laine;23691;488405
Rue Francois Bonvin;23055;488452
Rue Francois Coppee;22876;488400
Rue Francois de Neufchateau;23824;488560
Rue Francois Gerard;22711;488488
Rue Francois Miron;23571;488556
Rue Francois Pinton;23901;488821
Rue Francois Ponsard;22745;488589
Rue Francois Truffaut;23862;488335
Rue Francois Villon;22994;488382
Rue Francoise Dolto;23809;488287
Rue Frederic Bastiat;23073;488730
Rue Frederic Brunet;23253;488982
Rue Frederic Loliee;24058;488494
Rue Frederic Magisson;22890;488421
Rue Frederic Mistral;22856;488390
Rue Frederic Mourlon;23999;488799
Rue Frederic Sauton;23489;488506
Rue Frederic Schneider;23388;488987
Rue Frederick Lemaitre;23924;488741
Rue Fremicourt;22988;488475
Rue Fresnel;22941;488633
Rue Freycinet;22973;488661
Rue Friant;23240;488253
Rue Frochot;23377;488809
Rue Froissart;23662;488615
Rue Froment;23728;488572
Rue Fromentin;23346;488825
Rue Fulton;23717;488383
Rue Furtado Heine;23192;488299
Rue Fustel de Coulanges;23392;488394
Rue Gabriel Lame;23865;488343
Rue Gabriel Laumain;23491;488733
Rue Gabriel Vicaire;23616;488649
Rue Gabrielle;23406;488857
Rue Gaby Sylvia;23709;488589
Rue Gager-Gabillot;23059;488373
Rue Gaillon;23340;488682
Rue Galleron;24044;488590
Rue Galvani;22908;488839
Rue Gandon;23610;488208
Rue Ganneron;23279;488879
Rue Garanciere;23358;488503
Rue Gasnier-Guy;23930;488650
Rue Gassendi;23262;488342
Rue Gaston Auguet;23521;488938
Rue Gaston Coute;23407;488892
Rue Gaston Darboux;23696;488993
Rue Gaston de Caillavet;22838;488493
Rue Gaston de Saint-Paul;22985;488643
Rue Gaston Gallimard;23285;488569
Rue Gaston Rebuffat;23684;488847
Rue Gaston Tessier;23739;488959
Rue Gaston Tissandier;23664;488990
Rue Gauguet;23341;488261
Rue Gauguin;23014;488895
Rue Gauthey;23208;488921
Rue Gay-Lussac;23420;488443
Rue Geo Chavez;24074;488651
Rue Geoffroy l'Angevin;23542;488606
Rue Geoffroy l'Asnier;23565;488548
Rue Geoffroy-Marie;23438;488734
Rue Geoffroy-Saint-Hilaire;23559;488411
Rue Georg Friedrich Haendel;23670;488776
Rue George Balanchine;23733;488361
Rue George Bernard Shaw;22931;488522
Rue George Eastman;23591;488289
Rue George Gershwin;23840;488357
Rue George Sand;22690;488493
Rue Georges Berger;23103;488811
Rue Georges Bizet;22979;488672
Rue Georges Citerne;22894;488489
Rue Georges de Porto-Riche;23277;488222
Rue Georges Desplas;23546;488418
Rue Georges et Mai Politzer;23911;488422
Rue Georges Lardennois;23766;488780
Rue Georges Leclanche;23123;488367
Rue Georges Leygues;22702;488622
Rue Georges Perec;24076;488663
Rue Georges Sache;23235;488321
Rue Georges Thill;23890;488867
Rue Georges ville;22886;488702
Rue Georgette Agutte;23327;488953
Rue Gerando;23456;488823
Rue Gerard;23519;488292
Rue Gerard de Nerval;23347;488997
Rue Gerard Philipe;22691;488659
Rue Gerbert;22984;488392
Rue Gerbier;23864;488582
Rue Gericault;22626;488482
Rue Germain Pilon;23368;488840
Rue Germaine Tailleferre;23869;488889
Rue Gerty Archimede;23877;488354
Rue Gervex;22982;488881
Rue Giffard;23728;488376
Rue Ginette Neveu;23455;488998
Rue Girardon;23377;488880
Rue Girodet;22639;488484
Rue Git-le-Cur;23426;488536
Rue Gluck;23321;488725
Rue Gobert;23826;488557
Rue Godefroy;23575;488319
Rue Godefroy Cavaignac;23799;488570
Rue Godot de Mauroy;23267;488703
Rue Goethe;22981;488660
Rue Gomboust;23331;488673
Rue Gonnet;23900;488498
Rue Gossec;24003;488384
Rue Goubet;23900;488852
Rue Gounod;23002;488837
Rue Gouthiere;23512;488205
Rue Gracieuse;23514;488429
Rue Greffulhe;23251;488727
Rue Gregoire de Tours;23377;488527
Rue Greneta;23503;488651
Rue Gresset;23781;488908
Rue Greuze;22839;488639
Rue Gros;22762;488512
Rue Gudin;22592;488379
Rue Guenegaud;23388;488558
Rue Guenot;23921;488514
Rue Guerin Boisseau;23516;488666
Rue Guersant;22894;488812
Rue Guichard;22771;488590
Rue Guillaume Apollinaire;23332;488545
Rue Guillaume Bertrand;23802;488634
Rue Guillaume Tell;22944;488844
Rue Guillaumot;23775;488457
Rue Guilleminot;23172;488356
Rue Gustave Courbet;22813;488667
Rue Gustave Dore;23033;488861
Rue Gustave Flaubert;22995;488815
Rue Gustave Geffroy;23512;488354
Rue Gustave Goublier;23558;488707
Rue Gustave Larroumet;22964;488436
Rue Gustave le Bon;23204;488238
Rue Gustave Rouanet;23403;488963
Rue Guttin;23152;488945
Rue Guy de la Brosse;23553;488451
Rue Guy Moquet;23232;488921
Rue Guy Patin;23511;488827
Rue Guynemer;23324;488470
Rue Guyton de Morveau;23479;488249
Rue Halevy;23327;488720
Rue Halle;23324;488306
Rue Harpignies;24106;488587
Rue Hautefeuille;23423;488518
Rue Haxo;24034;488739
Rue Hector Malot;23761;488462
Rue Hegesippe Moreau;23271;488871
Rue Helene;23251;488864
Rue Helene Brion;23817;488284
Rue Henner;23330;488803
Rue Henri Barboux;23266;488221
Rue Henri Barbusse;23388;488412
Rue Henri Becque;23424;488252
Rue Henri Bocquillon;22900;488414
Rue Henri Brisson;23347;488984
Rue Henri Chevreau;23893;488695
Rue Henri de Bornier;22710;488617
Rue Henri Desgrange;23813;488394
Rue Henri Dubouillon;24043;488729
Rue Henri Duchene;22939;488473
Rue Henri Duvernois;24126;488625
Rue Henri Feulard;23731;488752
Rue Henri Michaux;23543;488271
Rue Henri Moissan;23075;488623
Rue Henri Murger;23755;488794
Rue Henri Nogueres;23746;488845
Rue Henri Pape;23543;488243
Rue Henri Poincare;24015;488702
Rue Henri Ranvier;23866;488587
Rue Henri Regnault;23299;488246
Rue Henri Ribiere;23955;488768
Rue Henri Robert;23417;488568
Rue Henri Tomasi;24104;488513
Rue Henri Turot;23729;488766
Rue Henry de Jouvenel;23339;488501
Rue Henry de la Vaulx;22592;488350
Rue Henry Monnier;23372;488798
Rue Hermann-Lachapelle;23507;488942
Rue Herold;23417;488649
Rue Herschel;23375;488433
Rue Hippolyte Lebas;23405;488770
Rue Hittorf;23578;488720
Rue Houdart de Lamotte;22878;488405
Rue Houdon;23385;488832
Rue Huyghens;23286;488408
Rue Huysmans;23286;488455
Rue Interieure;23255;488759
Rue Irenee Blanc;24080;488661
Rue Isabey;22635;488487
Rue Jacob;23343;488553
Rue Jacquard;23731;488645
Rue Jacquemont;23227;488879
Rue Jacques Baudry;23042;488289
Rue Jacques Bingen;23115;488831
Rue Jacques Callot;23375;488552
Rue Jacques Destree;23547;488167
Rue Jacques Hillairet;23883;488430
Rue Jacques Ibert;22888;488880
Rue Jacques Kable;23621;488861
Rue Jacques Kellner;23259;488960
Rue Jacques Louvel-Tessier;23702;488713
Rue Jacques Offenbach;22724;488561
Rue Jacques Prevert;23881;488643
Rue Jacques-Henri Lartigue;23509;488464
Rue Jacquier;23179;488296
Rue Jadin;23052;488815
Rue Japy;23825;488558
Rue Jarry;23560;488739
Rue Jasmin;22667;488520
Rue Jaucourt;23947;488469
Rue Jean Anouilh;23777;488317
Rue Jean Antoine de Baif;23832;488273
Rue Jean Arp;23737;488365
Rue Jean Bart;23309;488474
Rue Jean Beausire;23681;488543
Rue Jean Bologne;22801;488570
Rue Jean Bouton;23765;488457
Rue Jean Calvin;23491;488414
Rue Jean Carries;22998;488526
Rue Jean Cocteau;23499;488995
Rue Jean Colly;23691;488280
Rue Jean Cottin;23619;488945
Rue Jean Daudin;23074;488452
Rue Jean de Beauvais;23469;488495
Rue Jean de la Fontaine;22703;488503
Rue Jean Dolent;23384;488336
Rue Jean Dollfus;23335;488969
Rue Jean du Bellay;23533;488528
Rue Jean Dunand;23640;488228
Rue Jean Fautrier;23707;488254
Rue Jean Ferrandi;23234;488468
Rue Jean Formige;22982;488418
Rue Jean Fourastie;22984;488450
Rue Jean Giono;23742;488359
Rue Jean Giraudoux;22967;488694
Rue Jean Goujon;23075;488661
Rue Jean Hugues;22749;488688
Rue Jean Lantier;23460;488586
Rue Jean Leclaire;23265;488954
Rue Jean Mace;23842;488528
Rue Jean Maridor;22858;488392
Rue Jean Marie Jego;23517;488280
Rue Jean Menans;23791;488807
