description,metro/0,metro/1,metro/2,url,localisation,prix,titre,infos
"metro : charonne (m9), faidherbe - chaligny (m8) spacieux 3 pieces traversant de 66,92 m2 (surface loi carrez), ayant garde le cachet de l'ancien, donnant sur rue calme et cour tres claire sans vis-a-vis, entierement refait avec de beaux materiaux. distribue en etoile, il comprend une entree, un sejour, 2 chambres, une cuisine equipee, une salle de bains et des toilettes separees. 1er etage avec ascenseur aux normes. immeuble de bon standing dans un secteur recherche, proche du jardin de la folie-titon. copropriete de 13 lots, faibles charges (177 /mois). taxe fonciere : 750 . dpe : classe d, ges : classe e. toutes agences exclues.contacter m. georges",charonne,rue des boulets,faidherbe - chaligny,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-12-r406701948,paris 11e (75011),569000,vente appartement 3 pieces 67 m2 paris 11e,"pieces : 3, chambres : 2, surface : 67"
"rue saint-antoine. appartement typique du marais en rez de chaussee sur cour. surface 107 m2 habitables avec 1 grand salon dont une partie sous verriere, 1 chambre, 1 souplex amenageable, salle de bains, cuisine separee. en supplement jouissance d une partie de la cour. renovation a prevoir. beaucoup de charme, hauteur sous plafond, poutres et solives apparentes. metro saint-paul professionnels s' abstenir",saint-paul (le marais),pont marie (cite des arts),sully - morland,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-11-r408400266,paris 4e (75004),850000,vente appartement 3 pieces 107 m2 paris 4e,"pieces : 3, chambres : 2, surface : 107"
"appartement idealement situe mairie 14eme. dans immeuble tres tranquille sur cour, au 2eme etage sans ascenseur. a proximite immediate de toutes commodites, commerces et transports (metro, rer, etc...). dans un quartier dynamique, disposition en etoile, comprenant entree, cuisine entierement equipee et amenagee avec coin repas, salle de sejour, une chambre avec placard-penderie, une salle d'eau avec douche a l'italienne et wc suspendu integre (la cuisine equipee et la salle d'eau ont ete refaites recemment (2011). cet appartement beneficie en outre de la moitie indivise d'un debarras sur palier et d'une cave. les huisseries sont en pvc avec double vitrage et volets neufs cote cour. (agences s'abstenir imperativement).premier contact exclusivement par email.",mouton-duvernet,alesia,denfert-rochereau (colonel rol-tanguy),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r408102137,paris 14e (75014),380000,vente appartement 2 pieces 41 m2 paris 14e,"pieces : 2, chambre : 1, surface : 41, prix / m : 9.268"
"paris 14eme - montsouris. appartement d'environ 50 m2, 5eme etage avec ascenseurs. vue degagee sans vis-a-vis, lumineux double exposition, avec balcons dont l'un de 9,29 m2 oriente sud-est. entree avec placards, cuisine equipee, sejour 21 m2, une chambre, salle de bains avec fenetre, wc separes, une cave. possibilite d'un parking. agences s'abstenir.merci d'appeler de preference apres 20 heures",stade charlety,cite universitaire,gentilly,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-16-r408300069,paris 14e (75014),400000,vente appartement 2 pieces 50 m2 paris 14e,"pieces : 2, chambre : 1, surface : 50, prix / m : 8.000"
"2 pieces de 44,3 m2 a 50 m du metro vaugirard. au 6eme etage d'un immeuble de 1930, distribution en etoile avec 2 grandes pieces, salle de bains avec baignoire, cuisine, grand dressing, wc separes, double exposition (rue calme + jardin du ministere de l'agriculture). parquet et moulures. ascenseur. chauffage et eau chaude collective. possibilite de location d'un parking au pied de l'immeuble.",vaugirard (adolphe cherioux),volontaires,convention,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r408001956,paris 15e (75015),410000,vente appartement 2 pieces 44 m2 paris 15e,"pieces : 2, chambre : 1, surface : 44, prix / m : 9.318"
"appartement atypique dernier etage, 3 pieces 75 m2 + terrasse 18 m2, en excellent etat. salon - salle a manger - cuisine (amenagee et equipee) sous veranda - 2 chambres, le tout donnant sur terrasse 18 m2- bureau - dressing - salle de bains - wc separes. parking et cave sous-sol inclus. hauteur sous plafond 2,70 m. immeuble 1972 - ravalement 2012 - parties communes neuves - ascenseur neuf - gardien. aucuns travaux a venir. charges 350 /mois (chauffage collectif, eau chaude et froide). agences s'abstenir.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r408000606,paris 19e (75019),610000,vente appartement 3 pieces 75 m2 paris 19e,"pieces : 3, chambres : 2, surface : 75"
"appartement 2 pieces en exposition plein sud avec un tres beau potentiel a rafraichir situe sous les combles en 6eme etage sans ascenseur d'une superficie de 35.654 m2 en loi carrez et de 42m60 au sol ainsi qu'une cave de 5m57. vue sur le boulevard st-germain compose d'un grande entree cuisine, d'un salon, d'une grande chambre et d'une salle de bains. cuisine amenagee, equipee et appartement vendu meuble en partie. chauffage au gaz individuel (chaudiere). tres peu de charges : 230e charges de copropriete par trimestre, impot foncier 163e. petite copropriete dans bel immeuble pierre de taille. immeuble securise avec un service de concierge.merci d'appeler entre 17h et 20h00 en semaine, et en heures libres le weekend",jussieu,cardinal lemoine,maubert - mutualite,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r408301910,paris 5e (75005),330000,vente appartement 2 pieces 42 m2 paris 5e,"pieces : 2, chambre : 1, surface : 42, prix / m : 7.857"
"charmant appartement 3 pieces (possibilite 4 pieces) de 63 m2 (loi carrez) avec parking. eglise jeanne d'arc / olympiades / patay-tolbiac (metros : olympiades, bnf et nationale). proche commerces, ecoles et bus (27 - 62 - 64 - 83 et 132). dans immeuble moderne (annee 1960) de 5 etages avec digicode et interphone. l'appartement, au 3e etage, ascenseur, calme, lumineux, traversant nord/sud compose de portes-fenetres sur petit balcon filant. il dispose d'une entree, d'un vaste sejour avec cuisine ouverte (30m2), d'une chambre equipee d'un dressing sur mesure, d'une petite chambre / bureau sur cour, possibilite d'une 3eme chambre, salle de bains, wc separes, cagibi. parquet dans tout l'appartement sauf les pieces d'eau qui sont chacune equipees d'une aeration naturelle. placards, penderies et etageres. rangements tres optimises. 1 cave. 1 place de parking en sous-sol. diagnostics realises en 09/2015. performances energetiques : e = 292 - g = 68. charges de copropriete 4.000 /an, comprenant chauffage par radiateur, eau chaude, eau froide et entretien immeuble. taxe fonciere 2014 : 570e. le bien est en tres bon etat, aucun travaux a prevoir, juste les cartons a deballer... agences et professionnels de l'immobilier s'abstenir.10h - 18h - 7/7",olympiades,bibliotheque francois mitterrand,maryse bastie,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r408301904,paris 13e (75013),498000,vente appartement 3 pieces 63 m2 paris 13e,"pieces : 3, chambres : 2, surface : 63, prix / m : 7.905"
"appartement renove  coup de coeur  au 5eme etage avec ascenseur, traversant, grand balcon. rue du theatre. oriente nord et sud. surface 87 m2 + 2 caves + balcon 8 m2. immeuble pierre de taille haussmannien, ravale interieur et exterieur. proche centre beaugrenelle, commerces et transports (ligne 6 dupleix et 10 charles michels), ecoles dont ecole bilingue, rue calme - pas de vis-a-vis direct. cheminee, parquet, moulures, double vitrage. 4 pieces - plan optimise. salon / salle a manger 27,40 m2 + 2 chambres 12,40 et 13,84 m2, cuisine equipee 8,75 m2 amenagee, salle de bains et douche, wc integre, 2 dressings. chauffage et eau chaude individuels electriques. petite copropriete sans probleme. visite sur rendez-vous. agences s'abstenir.merci d'appeler 17h et 21h ou de laisser un message avec vos coordonnees.",charles michels,dupleix,bir-hakeim (tour eiffel),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r407802309,paris 15e (75015),920000,vente appartement 4 pieces 87 m2 paris 15e,"pieces : 4, chambres : 2, surface : 87, prix / m : 10.575"
"f2 de 42 m2 lumineux et optimises, tout equipe au 5e et avant dernier etage d'un immeuble type napoleonien (digicode sur rue et interphone sur cour). en plein coeur de paris, quartier securise, entre la piscine de reuilly, bercy et daumesnil. nombreux transports publics (metros ligne 8 et 6, bus 29, 46) et supermarches, ainsi que marche 2 fois par semaine. vue degagee spectaculaire avec balcon filant. 1 grande cuisine americaine, 1 chambre, 1 salle de bains wc, 1 entree amenagee et un double couchage superpose rabattable prevu dans le salon. cagibi de 2 m2, au 2e etage amenage. appartement entierement renove avec materiaux de haute qualite et travaux realises par les compagnons du devoir. impeccable. diagnostics disponibles. visites sur rendez-vous a partir du 1er septembre. (agences s'abstenir).merci de nous contacter a partir du 31 aout.",dugommier,daumesnil (felix eboue),montgallet,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r403901176,paris 12e (75012),435000,vente appartement 2 pieces 42 m2 paris,"pieces : 2, chambre : 1, surface : 42"
"dans immeuble pierre de taille 1878. boulevard jules ferry. appartement libre 3 pieces traversant, exposition sud-ouest/nord-est surface utile 57 m22 (loi carrez 51,49 m2), sis 5eme etage avec 2 balcons filants (5 m2 chacun) - sans ascenseur. entree, sejour avec cheminee, 2 chambres, cuisine equipee, salle d'eau avec cabine douche, toilettes separees avec lave-mains. au rez-de-chaussee, local de rangement velocipedes, poussettes, poubelles. cave. peintures a rafraichir. a renover.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r403901550,paris 11e (75011),470000,vente appartement 3 pieces 57 m2 paris,"pieces : 3, chambres : 2, surface : 57, prix / m : 8.246"
"sappartement de surface 68 m2, au 5eme etage avec ascenseur dans une copropriete bien entretenue, compose de 4 pieces comprenant double salon, deux chambres avec possibilite d'une troisieme chambre, cuisine dinatoire, salle de bains, dressing, wc separes. situe dans le quartier amiraux-simplon, a moins de 100 metres de la station de metro simplon-ligne 4. appartement entierement refait a neuf, avec prestations de belle qualite. ideal pour famille. lot comprenant une cave de surface 6 m2 avec porte blindee. disponible a tout moment.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r407702312,paris 18e (75018),460000,vente appartement 4 pieces 68 m2 paris 18e,"pieces : 4, chambres : 2, surface : 68, prix / m : 6.765"
"entre rue de clignancourt et boulevard ornano, metro simplon ou marcadet poissonniers. dans bel immeuble au 6e etage sans ascenseur appartement 3 pieces traversant et confortable (double vitrage) compose de : - double sejour de 25m2 sur rue avec vue degagee et aeree - belle chambre calme de 11m2 sur cour - cuisine separee avec ouverture en skydome (velux) - salle d'eau avec wc - cavemerci de me contacter par mail uniquement, reponse rapide assuree",marcadet - poissonniers,simplon,jules joffrin,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r408102063,paris 18e (75018),320000,vente appartement 3 pieces 43 m2 paris 18e,"pieces : 3, chambre : 1, surface : 43, prix / m : 7.442"
"duplex tres lumineux 64 m2 de surface habitable et 78 m2 au sol, aux 3eme et 4eme etages, incluant un grenier de 12 m2 amenage en chambre. au 3eme, cuisine ouverte sur salon, salle de bains/wc, chambre. au 4eme, 2 chambres, 1 petit bureau qui peut etre transforme en chambre pour petit enfant, salle de bains avec douche et wc. a 5 mn du metro lignes 4 et 12.",simplon,porte de clignancourt,jules joffrin,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r404401123,paris 18e (75018),355000,vente appartement 5 pieces 64 m2 paris 18e,"pieces : 5, chambres : 4, surface : 64"
"musee d'orsay, rue de lille, dans immeuble 18eme classe, appartement de 60 m2, troisieme etage sur cour, ascenseur, deux pieces compose d'une chambre avec placards, fenetres et salle de bain completee de wc. carrelage italien de valentino, double sejour moulures, fenetres, librairie sur mesure, cuisine sur mesure avec fenetre, salle de douche avec petit cagibi et carrelage italien de valentino, toilettes independants, chauffage individuel au gaz, charges 150 /mois, taxe fonciere 840 /an. quelques travaux a prevoir. agences s'abstenir.merci de m'appeller entre 9h et 10h ou en soiree apres 19h.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r407602100,paris 7e (75007),780000,vente appartement 2 pieces 60 m2 paris,"pieces : 2, chambre : 1, surface : 60, prix / m : 13.000"
"situation exceptionnelle place toudouze au 4e etage avec ascenseur d'un immeuble recemment ravale appartement de 43 m2 loi carrez entierement refait a neuf par architecte, tres lumineux, double orientation sud/ouest, disposant d'un grand sejour (26 m2) avec cuisine americaine entierement equipee, chambre avec balcon donnant sur rue calme, nombreux rangements, douche a l'italienne, wc separes, chauffage electrique, double vitrage. proche tous commerces (rue des martyrs) et transports (st georges, pigalle).",saint-georges,notre-dame-de-lorette,pigalle,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r408301859,paris 9e (75009),470000,vente appartement 2 pieces 43 m2 paris 9e,"pieces : 2, chambre : 1, surface : 43, prix / m : 10.930"
"a deux minutes a pied du metro lamarck caulaincourt, dans bel immeuble ancien, parties communes refaites, avec ascenseur. appartement 2 pieces style loft, 48,99 m2 carrez, au 4eme etage parquet, moulures, cheminee, traversant, bien distribue. grand sejour/salle a manger, cuisine americaine, salle d'eau avec toilettes, belle chambre avec grand dressing. fenetres en double vitrage. porte blindee. cave. chauffage electrique. chaudiere eau chaude. belle copropriete bien entretenue, acces securise, interphone. toit et ravalement fait. quartier commercant. agences s'abstenir.merci d'appeler entre 18 h et 20 h 30 en semaine, de 9 h a 20 h 30 le week end",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-17-r407700011,paris 18e (75018),469000,vente appartement 2 pieces 49 m2 paris 18e,"pieces : 2, chambre : 1, surface : 49"
"appartement de 3 pieces, de 81 m2 (loi carrez), bien agence. dans un immeuble recent de bon standing avec gardien. cet appartement est situe dans le quartier ternes / pereire, a deux pas de l'avenue des ternes et a proximite du square bbayen, dans le 17eme arrondissement de paris. un sejour / salle a manger (24 m2) deux chambres (14 m2 chacune), une cuisine independante avec coin repas, une salle de bains avec double vasque, une buanderie et wc independants. parquet au sol. chauffage collectif. nombreux placards. fenetres double vitrage en aluminium. salle de bains en marbre. premier etage, ascenseur (mis aux normes et securise avec code pour acceder aux etages). local a velos et a poussettes. possibilite de louer et/ou d'acheter, en sus, une place de parking en sous-sol. charges : 261  comprenant le chauffage collectif, l'eau (chaude et froide), le gardien, l'entretien des parties communes et l'ascenseur. proximite des commerces, des ecoles, des restaurants... metros / rer / bus : pereire (500 m), ternes (700 m) ou porte maillot (1.000 m).",porte de champerret,pereire (marechal juin),pereire - levallois,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r406402577,paris 17e (75017),699000,vente appartement 3 pieces 81 m2 paris,"pieces : 3, chambres : 2, surface : 81"
"entre buttes aux cailles et peupliers, bel appartement lumineux et calme. double sejour (36m2) tres clair avec vue degagee, 3 chambres, cuisine amenagee. salle de bains (douche et baignoire), wc separes, possibilite 2eme salle de bains. double exposition nord-sud entre verdure et petite rue. bon immeuble recent 1994, securise, parking au sous-sol, petite copropriete. proche tous commerces, commodites et marches, pres metro tolbiac. (agences s'abstenir).",tolbiac,corvisart,place d'italie,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r406602791,paris 13e (75013),750000,vente appartement 5 pieces 100 m2 paris,"pieces : 5, chambres : 3, surface : 100, prix / m : 7.500"
"en etage eleve, appartement 2 pieces lumineux donnant sur jardin. entree avec placard, cuisine meublee, sejour, chambre, salle de bains avec wc. immeuble recent avec gardienne. ascenseur, cave.a toute heure de la journee",rome,villiers,pont-cardinet,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r408001824,paris 17e (75017),450000,vente appartement 2 pieces 45 m2 paris 17e,"pieces : 2, chambre : 1, surface : 45, prix / m : 10.000"
"chambre rue du cherche-midi cote croix-rouge. au 4eme et dernier etage d'un immeuble sur cour, avec ascenseur. extremement calme, jolie vue les toits de paris. piece tres claire, avec 2 fenetres. excellent etat general, meuble integre bureau + rangements. lavabo dans la chambre et wc sur le palier. porte blindee et interphone. ideal etudiant (a 5 mn de sc po, 10 mn de l'universite paris ii-assas) ou pied-a-terre.",sevres - babylone,saint-sulpice,rennes,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-18-r408102081,paris 6e (75006),119000,vente piece 7 m2 paris 6e,"piece : 1, chambre : 1, surface : 7, prix / m : 17.000"
"urgent. au 17 rue condorcet, proximite martyrs et trudaine, particulier sans agence vends appartement 2eme etage sur cour - ascenseur - calme et clair - un seul appartement par palier - ravalement recent - hauteur sous plafond, cheminee, parquet, comprenant entree, salon, salle a manger, deux chambres, une cuisine vaste tres lumineuse avec coin repas, salle de bains, + chambre de service au 6eme etage de 7 m2 - chauffage individuel au gaz. quelques travaux a prevoir. agences s'abstenir.",poissonniere,anvers,cadet,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r402901096,paris 9e (75009),670000,vente appartement 3 pieces 75 m2 paris 9e,"pieces : 3, chambres : 2, surface : 75, prix / m : 8.933"
"appartement lumineux au 8e et etage avec ascenseur, dans une residence calme et securisee. superficie 87 m2 tres bon etat se composant : exposition sud-ouest entree porte blindee avec rangements cuisine separee grand double sejour avec loggia carrelee expose sud avec vue sur le sacre-coeur 2 chambres avec loggia carrelee (possibilite d'une troisieme chambre sans grand travaux) une salle de bains et une salle d'eau wc separes. grande cave avec porte blindee. box 2 voitures. chauffage collectif. classe energie f (364). ges : g. proche: ecole, college, creche, le 104 metro crimee (ligne 7) a 5 minutes nouvelle station rosa/park er rer e prochainement tram 3b en service.merci de me contacter que la semaine",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r406502657,paris 19e (75019),450000,vente appartement 4 pieces 87 m2 paris,"pieces : 4, chambres : 2, surface : 87, prix / m : 5.172"
"rue meslay. metro arts et metiers. bel appartement situe au 3eme etage (sans ascenseur) sur cour. dans un immeuble haussmannien bien entretenu, gardienne et digicode. entierement renove en 2012, clair et ensoleille, il se compose de 2 pieces : entree, salon/salle a manger, chambre, salle de bains (avec bain) et toilettes, cuisine et cave. chauffage electrique. surface habitable 39 m2 (loi carrez 38,58 m2). loue 1.230 /mois jusqu'au 1er avril 2016 (fin du bail). faibles charges. aucun travaux a prevoir dans la copropriete.",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r405101595,paris 3e (75003),425000,vente appartement 2 pieces 39 m2 paris,"pieces : 2, chambre : 1, surface : 39, prix / m : 10.897"
"porte de champerret, dans immeuble pierre de taille. appartement de 5 pieces de 125 m2 + balcon. double living, 3 chambres, une grande salle de bains, cuisine, 2 wc et une salle de douche. au 4eme etage, lumineux et calme avec 2 ascenseurs, vue degagee sans-vis-a-vis. cave, parking. 2 portes d'entree. 1.180.000 ",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r407200023,paris 17e (75017),1180000,vente appartement 5 pieces 125 m2 paris 17e,"pieces : 5, chambres : 3, surface : 125, prix / m : 9.440"
"rue de courcelles, entre la place pereire et la porte de champerret. ravissant studio de service de 12 m2 en excellent etat. elle est situe au 7eme etage d'un immeuble en pierre de taille 1930 : une piece principale avec cuisinette et douche, wc sur le palier. excellent etat et tres bon investissement locatif.",porte de champerret,pereire - levallois,pereire (marechal juin),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r407200747,paris 17e (75017),88000,vente studio 12 m2 paris 17e,"piece : 1, surface : 12, prix / m : 7.333"
"annonce destinee aux particuliers. professionnels s'abstenir. situe au fond de l'impasse du maroc: appartement traversant de 4 pieces 82 m2(carrez). cuisine equipee, salle de bains et wc independants, 3 chambres dont 2 donnant sur jardin, exposees no et o; grand sejour expose se; dressing et nombreux placards. au 4 eme etage avec ascenseur; cave et parking en sous-sol. charges: 900  par trimestre, chauffage et eau chaude inclus. tres bon etat. pas de travaux a prevoir.",stalingrad,riquet,jaures,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r405002202,paris 19e (75019),440000,vente appartement 4 pieces 82 m2 paris,"pieces : 4, chambres : 3, surface : 82, prix / m : 5.366"
"quartier rue du rendez-vous / avenue de st mande. tres bel appartement de 3 pieces 70 m2 (carrez), refait recemment a neuf, tres lumineux et spacieux, sans vis-a-vis. sejour/cuisine ouverte entierement equipee (environ 32 m2), 2 chambres (environ 12 m2), salle de bains avec double vasque et baignoire, wc separes, 1 dressing, nombreux rangements. 1 grande cave. dans immeuble moderne de standing. ascenseur, gardien, local a velos. ravalement fait, parties communes renovees et ascenseur mis aux normes. faibles charges. au pied des commerces, transports et ecoles. metro ligne 1 et 6 : picpus (courteline), bel air, nation. merci aux agences et professionnels de l'immobilier de ne pas appeler pour cette annonce, et de tenir compte de cette information.",bel-air,picpus (courteline),daumesnil (felix eboue),http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r400801827,paris 12e (75012),618000,vente appartement 3 pieces 70 m2 paris 12e,"pieces : 3, chambres : 2, surface : 70"
"appartement avec belle terrasse au calme ! dans copropriete de charme (3 etages), comme dans un petit village dans paris, tres proche du tram/ metro porte de vincennes et du metro maraichers (3 minutes a pied). au rez-de-chaussee, appartement 2 pieces de 30 m2 qui a quasiment ete refait a neuf. il se compose d'une belle piece de vie, cuisine americaine/salon donnant sur la terrasse. de veritables pierres apparentes apportent une touche de chaleur dans la modernite de cette piece. dans la salle de bains, vous retrouverez une douche, lavabo, wc suspendu et un seche serviette. une fenetre donne sur la terrasse. le coin nuit est separe du salon avec un mur. la chaudiere au gaz a ete change il y a moins de 2 ans. la terrasse mesure 16 m2, coin tres au calme et agreable pour faire des barbecues l'ete. il y a debarras de 3,40 m2 (accessible depuis la terrasse, colle a la salle de bains). possibilite d'extension, le debarras a une grande hauteur sous plafond, un projet de veranda a ete vote et accepte cette annee. il se complete d'une grande cave. l'isolation du batiment a ete refaite il y a 5 ans et la facade ravalee. charges de copropriete (environ 73 /mois eau incluse). aucuns travaux prevus. taxe fonciere : 255 . agences s'abstenir. dossiers serieux uniquement svp, merci. merci d'appeler a partir de midi, laissez vos coordonnees si repondeur. diagnostics en cours.merci d'appeler a partir de midi, laissez vos coordonnees si repondeur",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r408301765,paris 20e (75020),299000,vente appartement 2 pieces 30 m2 paris 20e,"pieces : 2, chambre : 1, surface : 30"
"dans immeuble haussmannien. a la limite du 11eme arrondissement, metro goncourt (ligne 11, proche du centre de paris) et tres proche commerces. parties communes refaites, ascenseur, cave. bel appartement au 3eme etage, traversant, 82 m2 loi carrez. parquet, moulures et cheminee. ensoleille oriente est/ouest. 2 chambres dont une donnant sur une cour arboree pas de vis-a-vis et une avec dressing, doubles vitrages, belle salle de bains avec douche et baignoire, belle cuisine ouverte, wc separe. chauffage individuel au gaz. agreable copropiete. possibilite de parking ou box. agences s'abstenir.envoyer un sms",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r406302126,paris 10e (75010),740000,vente appartement 3 pieces 82 m2 paris 10e,"pieces : 3, chambres : 2, surface : 82, prix / m : 9.024"
"vend 2 pieces de charme de 31 m2 refait a neuf avec ferronneries sur mesure et parquet, au 1er etage d'un immeuble bien entretenu et particulierement typique avec ses colombages dans la cage d'escaliers. il est idealement situe dans le quartier saint-germain, a quelques minutes des metros st germain des pres et rue du bac et de la station rer du musee d'orsay. l'entree distribue une petite cuisine equipee avec placards, une chambre donnant sur une grande salle d'eau (avec wc, grand lavabo, cabine de douche, placards et emplacement pour un lave-linge et un seche-linge) et un grand salon tres lumineux grace aux 2 grandes fenetres donnant sur la rue. l'appartement dispose de nombreux rangements dont une double penderie dans l'entree. aucuns travaux a prevoir. ideal pour un primo-accedant, un pied-a-terre ou un investissement locatif. vous pouvez me contacter tous les jours pour prendre rendez-vous. les visites ont lieu de preference en fin de journee ou le week-end. 100 euros de charges mensuelles et 400 euros de taxe fonciere. agences s'abstenir.a tout moment",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r408301183,paris 7e (75007),425000,vente appartement 2 pieces 32 m2 paris 7e,"pieces : 2, chambre : 1, surface : 32, prix / m : 13.281"
"rue beausire. marais, vosges. metro bastille. studio de 11,50 m2 environ, au 5e et dernier etage, ascenseur jusqu'au 5e. refait neuf. fenetre, vue degagee, plein soleil, velux. calme, silencieux. jamais loue. nombreux rangements, penderie, lit ascenseur, 2 bureaux, cuisine avec four micro-onde, douche et wc separes, tele + internet, table de verre pour diner, refrigerateur, machine a laver. deux sortie et entree pour l'immeuble. immeuble de 1845, bien entrenue, lumineux et silencieux. concierge, digicode. visite sur place a 15 h. (agences s'abstenir).",,,,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r408301797,paris 4e (75004),180000,vente studio 12 m2 paris 4e,"piece : 1, surface : 12, prix / m : 15.000"
"quartier rehabilite restaure, pietonnier montorgueil-saint-denis - impasse saint-denis. les visites auront lieu du 26 octobre au 1er novembre. toute proposition de prix sera etudiee. 2 pieces vraiment rare de 31,82 m2, au reel coeur de paris 2eme. (surface carrez 31,82 m2 + 1,56 m2 non carrez). au 4eme etage, sans ascenseur, dans une petite copropriete (10 lots). immeuble ancien. interphone. un grenier amenage se trouve juste au-dessus, il est a vendre aussi : 148000  en sus. impasse totalement silencieuse au centre de la ville. traversant - tres lumineux - 5 fenetres donnant d'un cote sur une tres grande cour et de l'autre sur l'impasse. quelques irregularites et manques dans les tomettes du sol. exposition : nord sud. soleil de fevrier a novembre. petite salle de bains avec baignoire , wc. petite cuisine independante avec fenetre. toutes les commodites a 2 minutes. station de metro et supermarche a reaumur sebastopol a 3 minutes (lignes 3 et 4). absolument tous les commerces a proximite. la rue montorgueil a 4 minutes ! tres bon rendement locatif. pas de cave. travaux assainissement des caves votes et payes. eau et chauffage individuels. charges : environ 450 /trimestre. foncier : environ 400 /an. me contacter par mail pour prendre rendez-vous des maintenant. pour plus de photos et plus de details contactez moi. agences s'abstenir absolument si emprunt : deja accorde.",reaumur - sebastopol,etienne marcel,sentier,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r404900584,paris 2e (75002),335000,vente appartement 2 pieces 31 m2 paris 2e,"pieces : 2, chambre : 1, surface : 31, prix / m : 10.806"
"rue de thionville. proche commodites. dans immeuble standing 1972. appartement 116 m2 loi carrez, clair et tres calme, au 4e ascenseur. entree, double sejour avec cuisine americaine equipee, 4 chambres, buanderie, salle de bains equipee avec wc. chauffage collectif. box, cave. digicode. gardien. (agences s'abstenir). 780.000 .",ourcq,laumiere,crimee,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r166904325,paris 19e (75019),780000,vente appartement 6 pieces 116 m2 paris,"pieces : 6, chambres : 4, surface : 116, prix / m : 6.724"
"maison de la radio - metro ranelagh, rer c. dans belle residence recente. rue de boulainvilliers - appartement 2/3 pieces, 57 m2 (carrez) comprenant, salon, salle a manger + 1 chambre salle de bains, wc separes, cuisine independante. cave. appartement tres ensoleille, degage. 1er etage ascenseur donnant entierement sur jardin, tres calme. gardiens, cave. agences s'abstenir - merci.pour renseignements et visites",ranelagh,jasmin,la muette,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-19-r406502658,paris 16e (75016),490000,vente appartement 3 pieces 57 m2 paris,"pieces : 3, chambre : 1, surface : 57, prix / m : 8.596"
"rue chaudron - a 5 minutes a pied du canal saint-martin et du canal de l'ourcq. dans un immeuble de 1957. appartement 3 pieces de 53,5 m2, refait a neuf et remis aux normes en 2010. il est compose d'un sejour, d'une cuisine us, 2 chambres, une grande salle de bains et des wc separes. traversant, situe au 4eme etage avec ascenseur, peu de vis-a-vis et tres lumineux. parquet plein d'origine. chauffage collectif au gaz. une cave complete le bien. aucune procedure en cours concernant le syndicat des coproprietaires. ravalement a prevoir budgetise a 4.500e pour le lot. copropriete de 20 lots d'habitations dont 14 proprietaires occupant. charges previsionnelles : 2.877 /an. agences s'abstenir.merci de me contacter avant 20h30 le soir.",stalingrad,louis blanc,la chapelle,http://www.pap.fr/annonce/vente-appartement-maison-paris-75-g439-20-r407501213,paris 10e (75010),427000,vente appartement 3 pieces 53 m2 paris 10e,"pieces : 3, chambres : 2, surface : 53"
